planet_num,orbit_length,planet_dist,planet_mass,planet_update,planet_name,planet_facility,planet_telescope,planet_instrument
1,20.5065,,,2016-07-18,K2-48 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,2.77065,,,2016-07-18,K2-49 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,5.73594,,,2016-07-07,K2-5 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,10.93241,,,2016-07-07,K2-5 c,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,8.7529,,,2016-07-18,K2-50 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,13.0106,,,2016-07-18,K2-51 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,3.53482,,,2016-07-18,K2-52 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,12.2054,,,2016-07-18,K2-53 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,9.7843,,,2016-07-18,K2-54 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,2.849258,,,2016-07-18,K2-55 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,9.0063,,,2016-07-18,K2-57 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
3,7.05254,,,2016-07-18,K2-58 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
3,2.53726,,,2016-07-18,K2-58 c,K2,0.95 m Kepler Telescope,Kepler CCD Array
3,22.8827,,,2016-07-18,K2-58 d,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,20.6921,,,2016-07-18,K2-59 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,11.2954,,,2016-07-18,K2-59 c,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,30.94191,,,2015-07-16,K2-6 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,3.00265,,0.426,2017-02-02,K2-60 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,2.57302,,,2016-07-18,K2-61 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,6.67202,,,2016-07-18,K2-62 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,16.1966,,,2016-07-18,K2-62 c,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,20.257,,,2016-07-18,K2-63 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,6.53044,,,2016-07-18,K2-64 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,12.6475,78.06,,2016-07-18,K2-65 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,5.06965,,,2016-07-18,K2-66 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,24.38724,,,2016-07-18,K2-67 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,8.05428,,,2016-07-18,K2-68 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,7.06599,,,2016-07-18,K2-69 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,28.67992,,,2015-07-16,K2-7 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,13.97896,,,2016-07-18,K2-70 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,6.98541,,,2016-07-18,K2-71 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
4,5.57739,,,2016-07-18,K2-72 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
4,15.1871,,,2016-07-18,K2-72 c,K2,0.95 m Kepler Telescope,Kepler CCD Array
4,7.7599,,,2016-07-18,K2-72 d,K2,0.95 m Kepler Telescope,Kepler CCD Array
4,24.1669,,,2016-07-18,K2-72 e,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,7.49543,,,2016-07-18,K2-73 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,19.5666,,,2016-07-18,K2-74 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,7.8142,,,2016-07-18,K2-75 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,18.311,,,2016-07-18,K2-75 c,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,23.9726,,,2016-07-18,K2-76 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,8.199796,141,1.9,2016-09-29,K2-77 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,2.29016,,,2016-07-18,K2-78 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,10.99573,,,2016-07-18,K2-79 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,10.35239,,,2016-07-07,K2-8 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,5.06416,,,2016-07-07,K2-8 c,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,19.0918,,,2016-07-18,K2-80 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,5.605,,,2016-07-18,K2-80 c,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,6.10224,,,2016-07-18,K2-81 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,7.195834,,,2016-07-18,K2-82 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,2.74697,,,2016-07-18,K2-83 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,9.99767,,,2016-07-18,K2-83 c,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,6.4215,,,2016-07-18,K2-84 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,27.86,,,2016-07-18,K2-84 c,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,0.684533,,,2016-07-18,K2-85 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,8.77683,,,2016-07-18,K2-86 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,9.72739,,,2016-07-18,K2-87 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,4.6122,,,2016-07-18,K2-88 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,1.096026,,,2016-07-18,K2-89 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,18.4498,110,,2016-01-21,K2-9 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,13.7311,,,2016-07-18,K2-90 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
2,2.90032,,,2016-07-18,K2-90 c,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,1.419549,,,2016-07-18,K2-91 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,0.701818,,,2016-07-18,K2-92 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,10.13389,172,0.03458,2016-09-08,K2-95 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,8.4061,763,1.1,2016-09-29,K2-97 b,K2,0.95 m Kelper Telescope,Kepler CCD Array
1,10.13675,435,0.10131,2016-09-29,K2-98 b,K2,0.95 m Kelper Telescope,Kepler CCD Array
1,18.249,606,0.97,2016-10-06,K2-99 b,K2,0.95 m Kepler Telescope,Kepler CCD Array
1,1.217514,262,27.23,2014-05-14,KELT-1 b,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
1,4.1662739,183,0.679,2016-04-28,KELT-10 b,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
1,4.736529,98,0.195,2017-05-10,KELT-11 b,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
1,5.031623,360,0.95,2017-04-27,KELT-12 b,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
1,1.7100566,266,1.284,2016-06-03,KELT-14 b,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
1,3.329441,291,0.91,2016-03-17,KELT-15 b,KELT-South,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
1,0.9689951,395.26,2.75,2017-02-09,KELT-16 b,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
1,3.0801716,210,1.31,2016-09-08,KELT-17 b,KELT,Multiple Telescopes,Multiple Instuments
1,2.8717518,311,1.18,2017-04-27,KELT-18 b,KELT-North,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
1,4.1137912,124.22,1.522,2014-05-14,KELT-2 A b,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
1,2.7033904,178,1.477,2014-05-14,KELT-3 b,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
1,2.9895932,210,0.902,2016-02-25,KELT-4 A b,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
2,7.8455821,222,0.442,2015-09-03,KELT-6 b,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
2,1276,222,3.71,2015-09-03,KELT-6 c,Multiple Observatories,Multiple Telescopes,Multiple Instruments
1,2.7347749,129,1.28,2015-06-04,KELT-7 b,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
1,3.24406,236,0.867,2015-09-03,KELT-8 b,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
3,0.2197,,,2014-10-03,KIC 10001893 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,0.32528,,,2014-10-03,KIC 10001893 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,0.81161,,,2014-10-03,KIC 10001893 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,854.083,,,2016-01-05,KIC 10525077 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1322.3,,,2016-01-05,KIC 3558849 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,440.7813,,,2016-01-05,KIC 5437945 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1320.1,,,2016-01-05,KIC 5951458 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,840,,11.8,2016-08-18,KIC 7917485 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,31.8099,,,2016-01-05,KIC 8540376 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,75.2,,,2016-01-05,KIC 8540376 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,572.3847,,,2016-01-05,KIC 9663113 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,17.8552333,426,10,2015-05-14,KOI-12 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.763588,,9.28,2015-10-15,KOI-13 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,10.95416,339,0.027,2014-05-14,KOI-142 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,22.3395,339,0.626,2014-05-14,KOI-142 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.90512,800,,2014-05-14,KOI-217 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
7,7.008151,780,,2014-05-14,KOI-351 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
7,8.719375,780,,2014-05-14,KOI-351 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
7,59.73667,780,,2014-05-14,KOI-351 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
7,91.93913,780,,2014-05-14,KOI-351 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
7,124.9144,780,,2014-05-14,KOI-351 f,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
7,210.60697,780,,2014-05-14,KOI-351 g,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
7,331.60059,780,,2014-05-14,KOI-351 h,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,0.240104,1180,0.0014,2014-05-14,KOI-55 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,0.342887,1180,0.0021,2014-05-14,KOI-55 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,3.743208,,0.033,2014-05-14,KOI-94 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,10.423648,,0.049,2014-05-14,KOI-94 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,22.342989,,0.334,2014-05-14,KOI-94 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,54.32031,,0.11,2014-05-14,KOI-94 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,121.54,3.92,0.022,2014-06-04,Kapteyn c,Multiple Observatories,Multiple Telescopes,Multiple Instruments
2,0.837491,173,0.0145,2015-10-15,Kepler-10 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,45.294301,173,0.054,2014-06-02,Kepler-10 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,6.88705,,0.023,2014-05-14,Kepler-100 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,12.8159,,,2016-10-13,Kepler-100 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,35.3331,,,2016-10-13,Kepler-100 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,120.0181272,925,,2016-05-10,Kepler-1000 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.30511983,1009,,2016-05-10,Kepler-1001 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.33642933,425,,2016-05-10,Kepler-1002 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.55485691,873,,2016-05-10,Kepler-1003 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.28789787,1080,,2016-05-10,Kepler-1004 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.49801525,515,,2016-05-10,Kepler-1005 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,19.76172042,496,,2016-05-10,Kepler-1006 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.18500207,365,,2016-05-10,Kepler-1007 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,12.43931193,299,,2016-05-10,Kepler-1008 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,11.35011917,281,,2016-05-10,Kepler-1009 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,3.4876812,,0.16,2014-09-25,Kepler-101 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,6.02976,,0.01,2014-09-25,Kepler-101 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,34.2685705,610,,2016-05-10,Kepler-1010 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.75322197,860,,2016-05-10,Kepler-1011 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.50860439,420,,2016-05-10,Kepler-1012 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,18.93054959,433,,2016-05-10,Kepler-1013 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.57110363,672,,2016-05-10,Kepler-1014 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.00494214,932,,2016-05-10,Kepler-1015 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,1.95452434,1239,,2016-05-10,Kepler-1016 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,105.6551369,1239,,2016-05-10,Kepler-1016 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.23400469,554,,2016-05-10,Kepler-1017 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,49.1013514,894,,2016-05-10,Kepler-1018 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.41122985,198,,2016-05-10,Kepler-1019 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,5.28696,,,2016-10-13,Kepler-102 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,7.07142,,,2016-10-13,Kepler-102 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,10.3117,,0.012,2014-05-14,Kepler-102 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,16.1457,,0.028,2014-05-14,Kepler-102 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
5,27.4536,,,2016-10-13,Kepler-102 f,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,96.9151496,446,,2016-05-10,Kepler-1020 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,13.47469571,837,,2016-05-10,Kepler-1021 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.99469878,455,,2016-05-10,Kepler-1022 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,62.1387714,686,,2016-05-10,Kepler-1023 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,66.4162133,1017,,2016-05-10,Kepler-1024 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,37.3229493,716,,2016-05-10,Kepler-1025 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,36.5156053,389,,2016-05-10,Kepler-1026 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.9078052,291,,2016-05-10,Kepler-1027 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.51462432,633,,2016-05-10,Kepler-1028 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.41769648,422,,2016-05-10,Kepler-1029 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,15.9654,,0.031,2014-05-14,Kepler-103 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,179.612,,0.114,2014-05-14,Kepler-103 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,19.32952416,795,,2016-05-10,Kepler-1030 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.22621732,741,,2016-05-10,Kepler-1031 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.29011795,607,,2016-05-10,Kepler-1032 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,7.56052806,1425,,2016-05-10,Kepler-1033 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,12.12400943,706,,2016-05-10,Kepler-1034 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.71407755,408,,2016-05-10,Kepler-1035 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,122.8808058,507,,2016-05-10,Kepler-1036 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.06378867,451,,2016-05-10,Kepler-1037 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,148.4603382,622,,2016-05-10,Kepler-1038 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.93488424,324,,2016-05-10,Kepler-1039 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,11.427548,,,2014-05-14,Kepler-104 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,23.668205,,,2014-05-14,Kepler-104 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
3,51.755394,,,2014-05-14,Kepler-104 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,201.1214,473,,2016-05-10,Kepler-1040 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,24.7576421,979,,2016-05-10,Kepler-1041 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,10.13202575,659,,2016-05-10,Kepler-1042 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,38.5053398,838,,2016-05-10,Kepler-1043 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.77408868,1507,,2016-05-10,Kepler-1044 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,26.41045478,971,,2016-05-10,Kepler-1045 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.37508035,518,,2016-05-10,Kepler-1046 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,56.1886887,566,,2016-05-10,Kepler-1047 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,3.18897601,566,,2016-05-10,Kepler-1047 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.92101021,415,,2016-05-10,Kepler-1048 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.27346074,129,,2016-05-10,Kepler-1049 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,5.4122,,,2014-05-14,Kepler-105 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,7.1262,,0.01447,2016-04-07,Kepler-105 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,15.3787546,555,,2016-05-10,Kepler-1050 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,21.1284569,555,,2016-05-10,Kepler-1050 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,25.96200249,1021,,2016-05-10,Kepler-1051 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,34.8538276,1051,,2016-05-10,Kepler-1052 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.41435165,171,,2016-05-10,Kepler-1053 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.30655689,1050,,2016-05-10,Kepler-1054 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.29503623,422,,2016-05-10,Kepler-1055 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,27.495606,971,,2016-05-10,Kepler-1056 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.08827448,1462,,2016-05-10,Kepler-1057 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,110.96546,525,,2016-05-10,Kepler-1058 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.76419105,673,,2016-05-10,Kepler-1059 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,6.16486,,,2016-10-13,Kepler-106 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,13.5708,,0.033,2014-05-14,Kepler-106 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,23.9802,,,2016-10-13,Kepler-106 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,43.8445,,0.035,2014-05-14,Kepler-106 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,46.8779367,861,,2016-05-10,Kepler-1060 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.75798267,585,,2016-05-10,Kepler-1061 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,9.30412078,388,,2016-05-10,Kepler-1062 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,14.07971466,365,,2016-05-10,Kepler-1063 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.54080322,374,,2016-05-10,Kepler-1064 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,3.60930891,1078,,2016-05-10,Kepler-1065 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,2.37030743,1078,,2016-05-10,Kepler-1065 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.93155984,399,,2016-05-10,Kepler-1066 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.76212926,689,,2016-05-10,Kepler-1067 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,16.92344113,1532,,2016-05-10,Kepler-1068 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,23.8990296,435,,2016-05-10,Kepler-1069 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,3.179997,,,2014-05-14,Kepler-107 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,4.901425,,,2014-05-14,Kepler-107 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,7.958203,,,2014-05-14,Kepler-107 d,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
4,14.749049,,,2014-05-14,Kepler-107 e,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.2216147,1040,,2016-05-10,Kepler-1070 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.1799844,964,,2016-05-10,Kepler-1071 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.5690665,976,,2016-05-10,Kepler-1072 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,8.67888593,837,,2016-05-10,Kepler-1073 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,4.02582254,837,,2016-05-10,Kepler-1073 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.94566534,245,,2016-05-10,Kepler-1074 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.52372816,265,,2016-05-10,Kepler-1075 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,6.14727918,199,,2016-05-10,Kepler-1076 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,34.3511874,1098,,2016-05-10,Kepler-1077 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.00725242,1215,,2016-05-10,Kepler-1078 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,13.24503188,481,,2016-05-10,Kepler-1079 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,49.183921,,,2014-05-14,Kepler-108 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,190.323494,,,2014-05-14,Kepler-108 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,77.2548396,688,,2016-05-10,Kepler-1080 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,3.85691855,425,,2016-05-10,Kepler-1081 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.5432066,628,,2016-05-10,Kepler-1082 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,33.4177993,912,,2016-05-10,Kepler-1083 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.05333679,427,,2016-05-10,Kepler-1084 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,219.3217528,1518,,2016-05-10,Kepler-1085 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,18.78425728,464,,2016-05-10,Kepler-1086 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,161.5163345,464,,2016-05-10,Kepler-1086 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,0.69384285,354,,2016-05-10,Kepler-1087 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,23.12748644,300,,2016-05-10,Kepler-1088 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,5.13248562,227,,2016-05-10,Kepler-1089 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,6.48163,,,2016-10-13,Kepler-109 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,21.2227,,,2016-10-13,Kepler-109 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,198.680179,702,,2016-05-10,Kepler-1090 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,1.43474156,915,,2016-05-10,Kepler-1091 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,58.6017925,914,,2016-05-10,Kepler-1092 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,25.0824626,848,,2016-05-10,Kepler-1093 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
2,89.722292,848,,2016-05-10,Kepler-1093 c,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,78.1000231,1371,,2016-05-10,Kepler-1094 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,4.27103091,758,,2016-05-10,Kepler-1095 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.89221751,344,,2016-05-10,Kepler-1096 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,187.747029,738,,2016-05-10,Kepler-1097 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.54307286,876,,2016-05-10,Kepler-1098 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
1,2.16845259,1209,,2016-05-10,Kepler-1099 b,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
